"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"NM_001305290.1" 145.913727527509 0.458032328480418 0.116185469488079 3.94225138908109 8.07203043199464e-05 0.00956400572225031
"NM_001305310.1" 59.8423979120154 -1.57087577826282 0.264433421928974 -5.9405341685014 2.8409483469239e-09 1.64630374023925e-06
"NM_001305333.1" 595.72866403987 1.67482164760635 0.156352745364794 10.7118147730553 8.95881565052426e-27 5.71070744827018e-23
"NM_001305339.1" 20.3262163592999 -1.09665323957932 0.267054390259343 -4.10647897798771 4.01736005004329e-05 0.00596519915005787
"NM_001305362.1" 319.626991211152 1.18981916538081 0.21105288193149 5.63754048033817 1.72496064475355e-08 8.20566353277391e-06
"NM_001305373.1" 213.693708937155 1.05964545167395 0.306402367712969 3.45834615960474 0.000543502571172353 0.0347144568104314
"NM_001308854.1" 1.77112589732955 -3.61629699308571 1.07795989962743 -3.35476022283908 0.000794338034253751 0.0449146947829973
"NM_001308861.1" 14.3051658735129 -0.823104598794168 0.244141731961452 -3.37142115025272 0.000747814421168606 0.0432565176614988
"NM_001308879.1" 70.7193968184283 -0.806903604109964 0.216733172647134 -3.72302769462843 0.000196847919924626 0.0172835727378449
"NM_001308913.1" 1513.8187270477 8.0449714547045 0.795192224246853 10.1170147410887 4.64363035228382e-24 2.11431123697128e-20
"NM_001308924.1" 247.810340886022 5.50943210212202 0.688894507955632 7.9974974956207 1.26973356665034e-15 2.12994464401472e-12
"XM_011413623.3" 27.2802595607624 -0.67303735488096 0.187617810828843 -3.58727858462727 0.000334147264440323 0.0251612159104587
"XM_011413703.3" 321.347448555222 -1.09113732946096 0.2066067320076 -5.28122834555469 1.28320639106089e-07 4.59532068493177e-05
"XM_011413735.3" 6.3007324675163 4.01737653772807 1.19704470603611 3.35607894798783 0.000790559977292267 0.0448340348687885
"XM_011413737.3" 34.2005227601661 -1.36106707135748 0.26454807276311 -5.14487615480098 2.67697352704043e-07 8.79592786121985e-05
"XM_011413957.2" 175.921820131489 0.476591450609502 0.132498960886346 3.59694481693564 0.000321976756559167 0.0245503425479756
"XM_011413989.3" 11.4264959831911 -2.71737160976669 0.630406307430139 -4.31050828289472 1.62879727521618e-05 0.00298350728480978
"XM_011414589.3" 16.0436538254156 0.872914997516072 0.244238407008942 3.57402837746199 0.000351530806690764 0.0254698743759847
"XM_011414951.3" 29.3204222675269 -0.667906387194628 0.180215848325758 -3.70614678675385 0.000210436367195588 0.0181543136783243
"XM_011415190.3" 15.7728077769741 -0.925306437148573 0.277224547904108 -3.33775073002783 0.000844594820360199 0.0466040234698228
"XM_011416606.3" 159.294647472432 1.05245998056351 0.228876603662379 4.59837293861639 4.25803276899661e-06 0.00100527422528489
"XM_011416726.3" 31.4489167141923 0.88928522708558 0.154365017094498 5.76092461766247 8.36543975774926e-09 4.23211580887277e-06
"XM_011416892.3" 17.5944297713054 0.951829721124996 0.266471416342379 3.57197681533702 0.000354296783165426 0.0256057756758469
"XM_011416960.3" 6.39243722381565 -1.30920619734378 0.389335912651404 -3.3626648731888 0.000771940140168281 0.0440274353993376
"XM_011417063.3" 6.20057264172571 6.28665479133601 1.45710077509035 4.3144955371712 1.59967765299226e-05 0.00296423989280055
"XM_011417064.3" 7.67204705560368 -4.48174250697469 1.06250458912895 -4.21809237609868 2.46377886056697e-05 0.00408987290854118
"XM_011417316.3" 27.1218165639274 -3.27108018319599 0.978431146805791 -3.34318893452527 0.000828214902807228 0.0459075919691686
"XM_011417317.3" 24.2311044644935 3.24999538889423 0.6805261798109 4.77570956902395 1.79074687578222e-06 0.000483683766312974
"XM_011417325.3" 20.2002418477155 -1.4056749755149 0.315310037282536 -4.45807240273589 8.26999707565463e-06 0.0017572089786351
"XM_011417799.3" 124.379143374078 -0.647837376517741 0.165117796022536 -3.92348609370562 8.72768054064737e-05 0.010078573702591
"XM_011417830.3" 31.3021331972616 0.713159979923449 0.201578995757476 3.53786850283482 0.000403370888571232 0.0283802140409323
"XM_011417902.3" 10.5937436910116 1.30084434952548 0.276206680706394 4.70967735537241 2.48109236122252e-06 0.000637720772071645
"XM_011417904.3" 28.142448643327 0.620099741521561 0.154823888460646 4.00519420928497 6.19665487667339e-05 0.00774004165410268
"XM_011417908.2" 20.4986005686716 -0.661249886932961 0.174399093608051 -3.79159015825548 0.000149685788674506 0.0147349678736252
